,ROCK_0,MCAR_0,19TH_0,12TH_0,WOAK_0,EMBR_0,MONT_0,POWL_0,CIVC_0
550,4/24/2015 8:20,4/24/2015 8:23,4/24/2015 8:27,4/24/2015 8:29,4/24/2015 8:34,4/24/2015 8:42,4/24/2015 8:44,4/24/2015 8:46,4/24/2015 8:47
551,4/24/2015 8:36,4/24/2015 8:39,4/24/2015 8:43,4/24/2015 8:44,4/24/2015 8:49,4/24/2015 8:56,4/24/2015 8:58,4/24/2015 9:00,4/24/2015 9:01
552,4/24/2015 8:51,4/24/2015 8:54,4/24/2015 8:57,4/24/2015 8:59,4/24/2015 9:03,4/24/2015 9:11,4/24/2015 9:13,4/24/2015 9:15,4/24/2015 9:16
553,4/25/2015 6:10,4/25/2015 6:14,4/25/2015 6:19,4/25/2015 6:20,4/25/2015 6:25,4/25/2015 6:32,4/25/2015 6:33,4/25/2015 6:35,4/25/2015 6:36
554,4/25/2015 6:30,4/25/2015 6:34,4/25/2015 6:38,4/25/2015 6:39,4/25/2015 6:44,4/25/2015 6:51,4/25/2015 6:53,4/25/2015 6:54,4/25/2015 6:56
555,4/25/2015 6:50,4/25/2015 6:54,4/25/2015 6:58,4/25/2015 6:59,4/25/2015 7:06,4/25/2015 7:14,4/25/2015 7:15,4/25/2015 7:16,4/25/2015 7:18
556,4/25/2015 7:10,4/25/2015 7:14,4/25/2015 7:18,4/25/2015 7:20,4/25/2015 7:24,4/25/2015 7:32,4/25/2015 7:34,4/25/2015 7:35,4/25/2015 7:36
557,4/25/2015 7:31,4/25/2015 7:34,4/25/2015 7:39,4/25/2015 7:40,4/25/2015 7:45,4/25/2015 7:52,4/25/2015 7:53,4/25/2015 7:54,4/25/2015 7:56
558,4/25/2015 7:51,4/25/2015 7:55,4/25/2015 7:59,4/25/2015 8:00,4/25/2015 8:05,4/25/2015 8:12,4/25/2015 8:13,4/25/2015 8:15,4/25/2015 8:16
559,4/25/2015 8:10,4/25/2015 8:15,4/25/2015 8:19,4/25/2015 8:20,4/25/2015 8:26,4/25/2015 8:33,4/25/2015 8:35,4/25/2015 8:36,4/25/2015 8:38
560,4/25/2015 8:32,4/25/2015 8:36,4/25/2015 8:39,4/25/2015 8:40,4/25/2015 8:45,4/25/2015 8:52,4/25/2015 8:53,4/25/2015 8:55,4/25/2015 8:56
561,4/25/2015 8:52,4/25/2015 8:55,4/25/2015 8:58,4/25/2015 9:00,4/25/2015 9:04,4/25/2015 9:11,4/25/2015 9:12,4/25/2015 9:14,4/25/2015 9:16
562,4/26/2015 8:14,4/26/2015 8:18,4/26/2015 8:22,4/26/2015 8:24,4/26/2015 8:28,4/26/2015 8:35,4/26/2015 8:36,4/26/2015 8:38,4/26/2015 8:39
563,4/26/2015 8:41,4/26/2015 8:44,4/26/2015 8:47,4/26/2015 8:48,4/26/2015 8:52,4/26/2015 8:59,4/26/2015 9:01,4/26/2015 9:02,4/26/2015 9:04
564,4/26/2015 8:55,4/26/2015 8:58,4/26/2015 9:01,4/26/2015 9:02,4/26/2015 9:07,4/26/2015 9:14,4/26/2015 9:16,4/26/2015 9:17,4/26/2015 9:19
565,4/27/2015 6:05,4/27/2015 6:08,4/27/2015 6:11,4/27/2015 6:13,4/27/2015 6:17,4/27/2015 6:25,4/27/2015 6:26,4/27/2015 6:28,4/27/2015 6:29
566,4/27/2015 6:20,4/27/2015 6:23,4/27/2015 6:26,4/27/2015 6:27,4/27/2015 6:32,4/27/2015 6:40,4/27/2015 6:41,4/27/2015 6:43,4/27/2015 6:44
567,4/27/2015 6:34,4/27/2015 6:38,4/27/2015 6:41,4/27/2015 6:42,4/27/2015 6:47,4/27/2015 6:55,4/27/2015 6:57,4/27/2015 6:59,4/27/2015 7:00
568,4/27/2015 6:51,4/27/2015 6:54,4/27/2015 6:57,4/27/2015 6:59,4/27/2015 7:03,4/27/2015 7:10,4/27/2015 7:12,4/27/2015 7:14,4/27/2015 7:15
569,4/27/2015 7:05,4/27/2015 7:08,4/27/2015 7:11,4/27/2015 7:13,4/27/2015 7:23,4/27/2015 7:31,4/27/2015 7:33,4/27/2015 7:35,4/27/2015 7:37
570,4/27/2015 7:20,4/27/2015 7:24,4/27/2015 7:28,4/27/2015 7:29,4/27/2015 7:33,4/27/2015 7:45,4/27/2015 7:47,4/27/2015 7:48,4/27/2015 7:50
571,4/27/2015 7:36,4/27/2015 7:39,4/27/2015 7:42,4/27/2015 7:44,4/27/2015 7:57,4/27/2015 8:05,4/27/2015 8:06,4/27/2015 8:08,4/27/2015 8:10
572,4/27/2015 7:52,4/27/2015 7:55,4/27/2015 7:59,4/27/2015 8:01,4/27/2015 8:09,4/27/2015 8:18,4/27/2015 8:20,4/27/2015 8:22,4/27/2015 8:24
573,4/27/2015 8:07,4/27/2015 8:10,4/27/2015 8:14,4/27/2015 8:16,4/27/2015 8:24,4/27/2015 8:35,4/27/2015 8:36,4/27/2015 8:39,4/27/2015 8:40
574,4/27/2015 8:20,4/27/2015 8:23,4/27/2015 8:27,4/27/2015 8:29,4/27/2015 8:36,4/27/2015 8:44,4/27/2015 8:46,4/27/2015 8:48,4/27/2015 8:50
575,4/27/2015 8:36,4/27/2015 8:40,4/27/2015 8:44,4/27/2015 8:46,4/27/2015 8:50,4/27/2015 8:58,4/27/2015 8:59,4/27/2015 9:02,4/27/2015 9:04
576,4/27/2015 8:50,4/27/2015 8:53,4/27/2015 8:57,4/27/2015 8:59,4/27/2015 9:04,4/27/2015 9:11,4/27/2015 9:13,4/27/2015 9:15,4/27/2015 9:17
577,4/28/2015 6:05,4/28/2015 6:08,4/28/2015 6:16,4/28/2015 6:17,4/28/2015 6:21,4/28/2015 6:28,4/28/2015 6:31,4/28/2015 6:32,4/28/2015 6:34
578,4/28/2015 6:20,4/28/2015 6:23,4/28/2015 6:29,4/28/2015 6:30,4/28/2015 6:35,4/28/2015 6:41,4/28/2015 6:43,4/28/2015 6:44,4/28/2015 6:46
579,4/28/2015 6:35,4/28/2015 6:38,4/28/2015 6:43,4/28/2015 6:44,4/28/2015 6:50,4/28/2015 6:57,4/28/2015 6:59,4/28/2015 7:01,4/28/2015 7:02
580,4/28/2015 6:50,4/28/2015 6:53,4/28/2015 6:56,4/28/2015 6:58,4/28/2015 7:03,4/28/2015 7:10,4/28/2015 7:12,4/28/2015 7:13,4/28/2015 7:15
581,4/28/2015 7:09,4/28/2015 7:12,4/28/2015 7:15,4/28/2015 7:17,4/28/2015 7:21,4/28/2015 7:28,4/28/2015 7:31,4/28/2015 7:32,4/28/2015 7:34
582,4/28/2015 7:20,4/28/2015 7:23,4/28/2015 7:27,4/28/2015 7:28,4/28/2015 7:33,4/28/2015 7:40,4/28/2015 7:42,4/28/2015 7:43,4/28/2015 7:45
583,4/28/2015 7:35,4/28/2015 7:39,4/28/2015 7:42,4/28/2015 7:43,4/28/2015 7:48,4/28/2015 7:57,4/28/2015 7:59,4/28/2015 8:01,4/28/2015 8:02
584,4/28/2015 7:50,4/28/2015 7:54,4/28/2015 7:59,4/28/2015 8:01,4/28/2015 8:05,4/28/2015 8:12,4/28/2015 8:14,4/28/2015 8:16,4/28/2015 8:17
585,4/28/2015 8:05,4/28/2015 8:08,4/28/2015 8:13,4/28/2015 8:15,4/28/2015 8:19,4/28/2015 8:26,4/28/2015 8:28,4/28/2015 8:30,4/28/2015 8:32
586,4/28/2015 8:20,4/28/2015 8:23,4/28/2015 8:28,4/28/2015 8:29,4/28/2015 8:34,4/28/2015 8:41,4/28/2015 8:43,4/28/2015 8:44,4/28/2015 8:46
587,4/28/2015 8:35,4/28/2015 8:38,4/28/2015 8:42,4/28/2015 8:44,4/28/2015 8:49,4/28/2015 8:56,4/28/2015 8:58,4/28/2015 8:59,4/28/2015 9:01
588,4/28/2015 8:51,4/28/2015 8:54,4/28/2015 8:57,4/28/2015 8:59,4/28/2015 9:03,4/28/2015 9:10,4/28/2015 9:12,4/28/2015 9:13,4/28/2015 9:15
589,4/29/2015 6:05,4/29/2015 6:08,4/29/2015 6:11,4/29/2015 6:13,4/29/2015 6:18,4/29/2015 6:25,4/29/2015 6:27,4/29/2015 6:28,4/29/2015 6:29
590,4/29/2015 6:20,4/29/2015 6:23,4/29/2015 6:26,4/29/2015 6:28,4/29/2015 6:33,4/29/2015 6:40,4/29/2015 6:42,4/29/2015 6:43,4/29/2015 6:45
591,4/29/2015 6:35,4/29/2015 6:39,4/29/2015 6:42,4/29/2015 6:43,4/29/2015 6:47,4/29/2015 6:57,4/29/2015 7:00,4/29/2015 7:01,4/29/2015 7:03
592,4/29/2015 6:52,4/29/2015 6:55,4/29/2015 6:58,4/29/2015 7:00,4/29/2015 7:04,4/29/2015 7:11,4/29/2015 7:12,4/29/2015 7:14,4/29/2015 7:15
593,4/29/2015 7:07,4/29/2015 7:11,4/29/2015 7:14,4/29/2015 7:16,4/29/2015 7:20,4/29/2015 7:28,4/29/2015 7:30,4/29/2015 7:32,4/29/2015 7:33
594,4/29/2015 7:27,4/29/2015 7:31,4/29/2015 7:35,4/29/2015 7:37,4/29/2015 7:41,4/29/2015 7:50,4/29/2015 7:52,4/29/2015 7:54,4/29/2015 7:56
595,4/29/2015 7:35,4/29/2015 7:40,4/29/2015 7:44,4/29/2015 7:47,4/29/2015 7:51,4/29/2015 7:59,4/29/2015 8:01,4/29/2015 8:03,4/29/2015 8:04
596,4/29/2015 7:50,4/29/2015 7:53,4/29/2015 7:58,4/29/2015 8:00,4/29/2015 8:04,4/29/2015 8:15,4/29/2015 8:17,4/29/2015 8:18,4/29/2015 8:20
597,4/29/2015 8:05,4/29/2015 8:08,4/29/2015 8:14,4/29/2015 8:16,4/29/2015 8:20,4/29/2015 8:29,4/29/2015 8:31,4/29/2015 8:32,4/29/2015 8:34
598,4/29/2015 8:21,4/29/2015 8:25,4/29/2015 8:28,4/29/2015 8:34,4/29/2015 8:39,4/29/2015 8:47,4/29/2015 8:49,4/29/2015 8:51,4/29/2015 8:53
599,4/29/2015 8:37,4/29/2015 8:41,4/29/2015 8:44,4/29/2015 8:45,4/29/2015 8:50,4/29/2015 8:58,4/29/2015 9:00,4/29/2015 9:02,4/29/2015 9:03
600,4/29/2015 8:50,4/29/2015 8:53,4/29/2015 8:57,4/29/2015 8:58,4/29/2015 9:03,4/29/2015 9:11,4/29/2015 9:13,4/29/2015 9:14,4/29/2015 9:16
601,4/30/2015 6:05,4/30/2015 6:08,4/30/2015 6:11,4/30/2015 6:13,4/30/2015 6:18,4/30/2015 6:27,4/30/2015 6:28,4/30/2015 6:30,4/30/2015 6:31
602,4/30/2015 6:20,4/30/2015 6:23,4/30/2015 6:26,4/30/2015 6:28,4/30/2015 6:33,4/30/2015 6:40,4/30/2015 6:41,4/30/2015 6:43,4/30/2015 6:44
603,4/30/2015 6:35,4/30/2015 6:38,4/30/2015 6:41,4/30/2015 6:43,4/30/2015 6:47,4/30/2015 6:55,4/30/2015 6:56,4/30/2015 6:58,4/30/2015 7:00
604,4/30/2015 6:50,4/30/2015 6:54,4/30/2015 6:57,4/30/2015 6:58,4/30/2015 7:03,4/30/2015 7:10,4/30/2015 7:12,4/30/2015 7:13,4/30/2015 7:14
605,4/30/2015 7:05,4/30/2015 7:08,4/30/2015 7:11,4/30/2015 7:12,4/30/2015 7:17,4/30/2015 7:24,4/30/2015 7:25,4/30/2015 7:27,4/30/2015 7:29
606,4/30/2015 7:20,4/30/2015 7:23,4/30/2015 7:27,4/30/2015 7:28,4/30/2015 7:34,4/30/2015 7:43,4/30/2015 7:46,4/30/2015 7:47,4/30/2015 7:49
607,4/30/2015 7:35,4/30/2015 7:38,4/30/2015 7:42,4/30/2015 7:43,4/30/2015 7:48,4/30/2015 7:57,4/30/2015 7:59,4/30/2015 8:00,4/30/2015 8:02
608,4/30/2015 7:50,4/30/2015 7:53,4/30/2015 7:59,4/30/2015 8:00,4/30/2015 8:05,4/30/2015 8:12,4/30/2015 8:14,4/30/2015 8:15,4/30/2015 8:17
609,4/30/2015 8:09,4/30/2015 8:12,4/30/2015 8:16,4/30/2015 8:18,4/30/2015 8:24,4/30/2015 8:32,4/30/2015 8:34,4/30/2015 8:36,4/30/2015 8:37
610,4/30/2015 8:22,4/30/2015 8:25,4/30/2015 8:33,4/30/2015 8:35,4/30/2015 8:40,4/30/2015 8:48,4/30/2015 8:50,4/30/2015 8:52,4/30/2015 8:57
611,4/30/2015 8:36,4/30/2015 8:40,4/30/2015 8:43,4/30/2015 8:45,4/30/2015 8:49,4/30/2015 8:59,4/30/2015 9:02,4/30/2015 9:04,4/30/2015 9:06
612,4/30/2015 8:50,4/30/2015 8:53,4/30/2015 8:57,4/30/2015 8:58,4/30/2015 9:03,4/30/2015 9:12,4/30/2015 9:14,4/30/2015 9:16,4/30/2015 9:18
613,5/1/2015 6:05,5/1/2015 6:08,5/1/2015 6:11,5/1/2015 6:13,5/1/2015 6:18,5/1/2015 6:25,5/1/2015 6:26,5/1/2015 6:28,5/1/2015 6:29
614,5/1/2015 6:19,5/1/2015 6:23,5/1/2015 6:26,5/1/2015 6:28,5/1/2015 6:33,5/1/2015 6:40,5/1/2015 6:42,5/1/2015 6:43,5/1/2015 6:44
615,5/1/2015 6:35,5/1/2015 6:38,5/1/2015 6:42,5/1/2015 6:43,5/1/2015 6:48,5/1/2015 6:55,5/1/2015 6:56,5/1/2015 6:58,5/1/2015 6:59
616,5/1/2015 6:52,5/1/2015 6:55,5/1/2015 6:58,5/1/2015 7:00,5/1/2015 7:04,5/1/2015 7:15,5/1/2015 7:17,5/1/2015 7:19,5/1/2015 7:20
617,5/1/2015 7:05,5/1/2015 7:08,5/1/2015 7:11,5/1/2015 7:13,5/1/2015 7:18,5/1/2015 7:28,5/1/2015 7:30,5/1/2015 7:31,5/1/2015 7:33
618,5/1/2015 7:21,5/1/2015 7:24,5/1/2015 7:27,5/1/2015 7:28,5/1/2015 7:33,5/1/2015 7:40,5/1/2015 7:43,5/1/2015 7:45,5/1/2015 7:47
619,5/1/2015 7:35,5/1/2015 7:38,5/1/2015 7:42,5/1/2015 7:43,5/1/2015 7:48,5/1/2015 7:56,5/1/2015 7:58,5/1/2015 7:59,5/1/2015 8:01
620,5/1/2015 7:50,5/1/2015 7:53,5/1/2015 7:56,5/1/2015 7:58,5/1/2015 8:02,5/1/2015 8:09,5/1/2015 8:11,5/1/2015 8:13,5/1/2015 8:15
621,5/1/2015 8:07,5/1/2015 8:10,5/1/2015 8:14,5/1/2015 8:15,5/1/2015 8:20,5/1/2015 8:27,5/1/2015 8:29,5/1/2015 8:31,5/1/2015 8:33
622,5/1/2015 8:20,5/1/2015 8:23,5/1/2015 8:27,5/1/2015 8:29,5/1/2015 8:33,5/1/2015 8:43,5/1/2015 8:45,5/1/2015 8:46,5/1/2015 8:48
623,5/1/2015 8:37,5/1/2015 8:40,5/1/2015 8:43,5/1/2015 8:45,5/1/2015 8:49,5/1/2015 8:57,5/1/2015 8:59,5/1/2015 9:00,5/1/2015 9:02
624,5/1/2015 8:50,5/1/2015 8:53,5/1/2015 8:56,5/1/2015 8:58,5/1/2015 9:02,5/1/2015 9:09,5/1/2015 9:11,5/1/2015 9:13,5/1/2015 9:14
625,5/2/2015 6:10,5/2/2015 6:14,5/2/2015 6:21,5/2/2015 6:23,5/2/2015 6:26,5/2/2015 6:34,5/2/2015 6:35,5/2/2015 6:36,5/2/2015 6:38
626,5/2/2015 6:29,5/2/2015 6:34,5/2/2015 6:38,5/2/2015 6:39,5/2/2015 6:44,5/2/2015 6:52,5/2/2015 6:54,5/2/2015 6:55,5/2/2015 6:57
627,5/2/2015 6:50,5/2/2015 6:54,5/2/2015 6:58,5/2/2015 6:59,5/2/2015 7:04,5/2/2015 7:11,5/2/2015 7:13,5/2/2015 7:14,5/2/2015 7:16
628,5/2/2015 7:18,5/2/2015 7:21,5/2/2015 7:25,5/2/2015 7:26,5/2/2015 7:46,5/2/2015 7:53,5/2/2015 7:54,5/2/2015 7:56,5/2/2015 7:58
629,5/2/2015 7:31,5/2/2015 7:34,5/2/2015 7:40,5/2/2015 7:42,5/2/2015 7:46,5/2/2015 7:53,5/2/2015 7:54,5/2/2015 7:56,5/2/2015 7:58
630,5/2/2015 7:53,5/2/2015 7:56,5/2/2015 7:59,5/2/2015 8:00,5/2/2015 8:05,5/2/2015 8:12,5/2/2015 8:13,5/2/2015 8:15,5/2/2015 8:17
631,5/2/2015 8:14,5/2/2015 8:17,5/2/2015 8:20,5/2/2015 8:22,5/2/2015 8:26,5/2/2015 8:33,5/2/2015 8:35,5/2/2015 8:36,5/2/2015 8:38
632,5/2/2015 8:33,5/2/2015 8:35,5/2/2015 8:39,5/2/2015 8:40,5/2/2015 8:45,5/2/2015 8:52,5/2/2015 8:54,5/2/2015 8:55,5/2/2015 8:56
633,5/2/2015 8:52,5/2/2015 8:55,5/2/2015 8:59,5/2/2015 9:00,5/2/2015 9:05,5/2/2015 9:11,5/2/2015 9:13,5/2/2015 9:15,5/2/2015 9:16
634,5/3/2015 8:11,5/3/2015 8:14,5/3/2015 8:21,5/3/2015 8:22,5/3/2015 8:26,5/3/2015 8:33,5/3/2015 8:35,5/3/2015 8:36,5/3/2015 8:38
635,5/3/2015 8:33,5/3/2015 8:36,5/3/2015 8:39,5/3/2015 8:40,5/3/2015 8:45,5/3/2015 8:52,5/3/2015 8:54,5/3/2015 8:55,5/3/2015 8:57
636,5/3/2015 8:54,5/3/2015 8:57,5/3/2015 9:00,5/3/2015 9:01,5/3/2015 9:05,5/3/2015 9:12,5/3/2015 9:14,5/3/2015 9:15,5/3/2015 9:16
637,5/4/2015 6:06,5/4/2015 6:09,5/4/2015 6:12,5/4/2015 6:13,5/4/2015 6:18,5/4/2015 6:25,5/4/2015 6:27,5/4/2015 6:28,5/4/2015 6:29
638,5/4/2015 6:22,5/4/2015 6:25,5/4/2015 6:28,5/4/2015 6:29,5/4/2015 6:33,5/4/2015 6:40,5/4/2015 6:42,5/4/2015 6:43,5/4/2015 6:45
639,5/4/2015 6:36,5/4/2015 6:39,5/4/2015 6:42,5/4/2015 6:44,5/4/2015 6:49,5/4/2015 6:56,5/4/2015 6:58,5/4/2015 6:59,5/4/2015 7:01
640,5/4/2015 6:58,5/4/2015 7:02,5/4/2015 7:06,5/4/2015 7:07,5/4/2015 7:12,5/4/2015 7:18,5/4/2015 7:20,5/4/2015 7:21,5/4/2015 7:23
641,5/4/2015 7:05,5/4/2015 7:08,5/4/2015 7:11,5/4/2015 7:13,5/4/2015 7:18,5/4/2015 7:25,5/4/2015 7:27,5/4/2015 7:29,5/4/2015 7:30
642,5/4/2015 7:20,5/4/2015 7:23,5/4/2015 7:27,5/4/2015 7:28,5/4/2015 7:33,5/4/2015 7:40,5/4/2015 7:41,5/4/2015 7:43,5/4/2015 7:44
643,5/4/2015 7:35,5/4/2015 7:38,5/4/2015 7:42,5/4/2015 7:43,5/4/2015 7:48,5/4/2015 7:55,5/4/2015 7:57,5/4/2015 7:58,5/4/2015 8:00
644,5/4/2015 7:51,5/4/2015 7:54,5/4/2015 7:57,5/4/2015 7:59,5/4/2015 8:04,5/4/2015 8:11,5/4/2015 8:13,5/4/2015 8:15,5/4/2015 8:16
645,5/4/2015 8:05,5/4/2015 8:08,5/4/2015 8:12,5/4/2015 8:14,5/4/2015 8:18,5/4/2015 8:26,5/4/2015 8:28,5/4/2015 8:30,5/4/2015 8:32
646,5/4/2015 8:20,5/4/2015 8:23,5/4/2015 8:27,5/4/2015 8:29,5/4/2015 8:33,5/4/2015 8:40,5/4/2015 8:42,5/4/2015 8:44,5/4/2015 8:45
647,5/4/2015 8:36,5/4/2015 8:39,5/4/2015 8:43,5/4/2015 8:45,5/4/2015 8:49,5/4/2015 8:57,5/4/2015 8:59,5/4/2015 9:00,5/4/2015 9:02
648,5/4/2015 8:53,5/4/2015 8:56,5/4/2015 8:59,5/4/2015 9:01,5/4/2015 9:05,5/4/2015 9:12,5/4/2015 9:14,5/4/2015 9:16,5/4/2015 9:18
649,5/5/2015 6:05,5/5/2015 6:08,5/5/2015 6:11,5/5/2015 6:13,5/5/2015 6:18,5/5/2015 6:24,5/5/2015 6:26,5/5/2015 6:27,5/5/2015 6:29
650,5/5/2015 6:20,5/5/2015 6:23,5/5/2015 6:26,5/5/2015 6:28,5/5/2015 6:33,5/5/2015 6:40,5/5/2015 6:41,5/5/2015 6:43,5/5/2015 6:44
651,5/5/2015 6:35,5/5/2015 6:38,5/5/2015 6:41,5/5/2015 6:43,5/5/2015 6:47,5/5/2015 6:54,5/5/2015 6:56,5/5/2015 6:58,5/5/2015 6:59
652,5/5/2015 6:51,5/5/2015 6:54,5/5/2015 6:57,5/5/2015 6:58,5/5/2015 7:02,5/5/2015 7:09,5/5/2015 7:11,5/5/2015 7:12,5/5/2015 7:14
653,5/5/2015 7:05,5/5/2015 7:08,5/5/2015 7:11,5/5/2015 7:12,5/5/2015 7:17,5/5/2015 7:24,5/5/2015 7:26,5/5/2015 7:28,5/5/2015 7:29
654,5/5/2015 7:20,5/5/2015 7:23,5/5/2015 7:27,5/5/2015 7:28,5/5/2015 7:33,5/5/2015 7:40,5/5/2015 7:41,5/5/2015 7:44,5/5/2015 7:45
655,5/5/2015 7:34,5/5/2015 7:38,5/5/2015 7:42,5/5/2015 7:44,5/5/2015 7:48,5/5/2015 7:55,5/5/2015 7:57,5/5/2015 7:58,5/5/2015 8:00
656,5/5/2015 7:50,5/5/2015 7:53,5/5/2015 7:57,5/5/2015 7:58,5/5/2015 8:03,5/5/2015 8:11,5/5/2015 8:13,5/5/2015 8:15,5/5/2015 8:16
657,5/5/2015 8:05,5/5/2015 8:08,5/5/2015 8:14,5/5/2015 8:16,5/5/2015 8:21,5/5/2015 8:28,5/5/2015 8:30,5/5/2015 8:32,5/5/2015 8:33
658,5/5/2015 8:19,5/5/2015 8:23,5/5/2015 8:26,5/5/2015 8:28,5/5/2015 8:33,5/5/2015 8:41,5/5/2015 8:43,5/5/2015 8:45,5/5/2015 8:46
659,5/5/2015 8:35,5/5/2015 8:38,5/5/2015 8:42,5/5/2015 8:44,5/5/2015 8:49,5/5/2015 8:57,5/5/2015 8:58,5/5/2015 9:00,5/5/2015 9:02
660,5/5/2015 8:50,5/5/2015 8:53,5/5/2015 8:56,5/5/2015 8:58,5/5/2015 9:03,5/5/2015 9:10,5/5/2015 9:12,5/5/2015 9:14,5/5/2015 9:15
661,5/6/2015 6:08,5/6/2015 6:11,5/6/2015 6:14,5/6/2015 6:16,5/6/2015 6:20,5/6/2015 6:27,5/6/2015 6:29,5/6/2015 6:30,5/6/2015 6:32
662,5/6/2015 6:24,5/6/2015 6:27,5/6/2015 6:31,5/6/2015 6:32,5/6/2015 6:36,5/6/2015 6:44,5/6/2015 6:45,5/6/2015 6:47,5/6/2015 6:48
663,5/6/2015 6:35,5/6/2015 6:38,5/6/2015 6:41,5/6/2015 6:43,5/6/2015 6:47,5/6/2015 6:54,5/6/2015 6:57,5/6/2015 6:59,5/6/2015 7:00
664,5/6/2015 6:55,5/6/2015 6:58,5/6/2015 7:01,5/6/2015 7:03,5/6/2015 7:08,5/6/2015 7:15,5/6/2015 7:17,5/6/2015 7:18,5/6/2015 7:20
665,5/6/2015 7:06,5/6/2015 7:09,5/6/2015 7:13,5/6/2015 7:14,5/6/2015 7:19,5/6/2015 7:28,5/6/2015 7:30,5/6/2015 7:31,5/6/2015 7:33
666,5/6/2015 7:30,5/6/2015 7:33,5/6/2015 7:36,5/6/2015 7:38,5/6/2015 7:43,5/6/2015 7:50,5/6/2015 7:52,5/6/2015 7:54,5/6/2015 7:55
667,5/6/2015 8:01,5/6/2015 8:05,5/6/2015 8:09,5/6/2015 8:12,5/6/2015 8:18,5/6/2015 8:32,5/6/2015 8:34,5/6/2015 8:35,5/6/2015 8:36
668,5/6/2015 8:03,5/6/2015 8:05,5/6/2015 8:09,5/6/2015 8:12,5/6/2015 8:18,5/6/2015 8:32,5/6/2015 8:34,5/6/2015 8:35,5/6/2015 8:36
669,5/6/2015 8:09,5/6/2015 8:12,5/6/2015 8:16,5/6/2015 8:18,5/6/2015 8:21,5/6/2015 8:32,5/6/2015 8:34,5/6/2015 8:35,5/6/2015 8:36
670,5/6/2015 8:15,5/6/2015 8:18,5/6/2015 8:22,5/6/2015 8:25,5/6/2015 8:33,5/6/2015 8:39,5/6/2015 8:40,5/6/2015 8:42,5/6/2015 8:45
671,5/6/2015 8:24,5/6/2015 8:29,5/6/2015 8:35,5/6/2015 8:37,5/6/2015 8:42,5/6/2015 8:48,5/6/2015 8:50,5/6/2015 8:51,5/6/2015 8:53
672,5/6/2015 8:26,5/6/2015 8:29,5/6/2015 8:35,5/6/2015 8:37,5/6/2015 8:42,5/6/2015 8:48,5/6/2015 8:50,5/6/2015 8:51,5/6/2015 8:53
673,5/6/2015 8:41,5/6/2015 8:45,5/6/2015 8:50,5/6/2015 8:52,5/6/2015 8:57,5/6/2015 9:03,5/6/2015 9:05,5/6/2015 9:07,5/6/2015 9:08
674,5/6/2015 8:51,5/6/2015 8:55,5/6/2015 8:58,5/6/2015 9:00,5/6/2015 9:05,5/6/2015 9:17,5/6/2015 9:19,5/6/2015 9:20,5/6/2015 9:22
675,5/7/2015 6:05,5/7/2015 6:08,5/7/2015 6:11,5/7/2015 6:13,5/7/2015 6:17,5/7/2015 6:24,5/7/2015 6:26,5/7/2015 6:28,5/7/2015 6:29
676,5/7/2015 6:19,5/7/2015 6:23,5/7/2015 6:26,5/7/2015 6:28,5/7/2015 6:32,5/7/2015 6:39,5/7/2015 6:42,5/7/2015 6:43,5/7/2015 6:45
677,5/7/2015 6:35,5/7/2015 6:38,5/7/2015 6:41,5/7/2015 6:43,5/7/2015 6:48,5/7/2015 7:01,5/7/2015 7:02,5/7/2015 7:04,5/7/2015 7:05
678,5/7/2015 6:57,5/7/2015 7:00,5/7/2015 7:03,5/7/2015 7:05,5/7/2015 7:09,5/7/2015 7:17,5/7/2015 7:18,5/7/2015 7:20,5/7/2015 7:21
679,5/7/2015 7:06,5/7/2015 7:10,5/7/2015 7:13,5/7/2015 7:14,5/7/2015 7:18,5/7/2015 7:26,5/7/2015 7:28,5/7/2015 7:30,5/7/2015 7:32
680,5/7/2015 7:20,5/7/2015 7:23,5/7/2015 7:29,5/7/2015 7:30,5/7/2015 7:34,5/7/2015 7:41,5/7/2015 7:43,5/7/2015 7:44,5/7/2015 7:46
681,5/7/2015 7:36,5/7/2015 7:39,5/7/2015 7:42,5/7/2015 7:44,5/7/2015 7:48,5/7/2015 7:56,5/7/2015 7:58,5/7/2015 7:59,5/7/2015 8:01
682,5/7/2015 7:50,5/7/2015 7:54,5/7/2015 7:57,5/7/2015 7:59,5/7/2015 8:04,5/7/2015 8:13,5/7/2015 8:14,5/7/2015 8:17,5/7/2015 8:18
683,5/7/2015 8:05,5/7/2015 8:09,5/7/2015 8:12,5/7/2015 8:14,5/7/2015 8:20,5/7/2015 8:28,5/7/2015 8:30,5/7/2015 8:32,5/7/2015 8:33
684,5/7/2015 8:27,5/7/2015 8:31,5/7/2015 8:34,5/7/2015 8:36,5/7/2015 8:42,5/7/2015 8:50,5/7/2015 8:52,5/7/2015 8:54,5/7/2015 8:56
685,5/7/2015 8:37,5/7/2015 8:40,5/7/2015 8:44,5/7/2015 8:45,5/7/2015 8:50,5/7/2015 8:59,5/7/2015 9:01,5/7/2015 9:02,5/7/2015 9:04
686,5/7/2015 8:50,5/7/2015 8:53,5/7/2015 8:57,5/7/2015 8:58,5/7/2015 9:03,5/7/2015 9:10,5/7/2015 9:12,5/7/2015 9:14,5/7/2015 9:15
687,5/8/2015 6:04,5/8/2015 6:08,5/8/2015 6:11,5/8/2015 6:12,5/8/2015 6:17,5/8/2015 6:24,5/8/2015 6:25,5/8/2015 6:27,5/8/2015 6:29
