35	SHAY	03	01	1
35	SHAY	03	02	1
35	SHAY	03	03	1
35	SHAY	03	04	1
35	SHAY	03	05	1
35	SHAY	03	06	1
35	SHAY	03	07	1
35	SHAY	03	08	1
35	SHAY	03	09	1
35	SHAY	03	10	1
35	SHAY	03	11	1
35	SHAY	03	12	1
35	SHAY	03	13	1
35	SHAY	03	14	1
35	SHAY	03	15	1
35	SHAY	03	16	1
35	SHAY	03	17	1
35	SHAY	03	18	1
35	SHAY	03	19	1
35	SHAY	03	20	1
35	SHAY	03	21	1
35	SHAY	03	22	1
35	SHAY	03	23	1
35	SHAY	03	24	1
35	SHAY	03	25	1
35	SHAY	03	26	1
35	SHAY	03	27	1
35	SHAY	03	28	1
35	SHAY	03	29	1
35	SHAY	03	30	1
35	SHAY	03	31	1
35	SHAY	03	32	1
35	SHAY	03	33	1
35	SHAY	03	34	1
35	SHAY	03	35	1
35	SHAY	03	36	1
35	SHAY	03	37	1
35	SHAY	03	38	1
35	SHAY	03	39	1
35	SHAY	03	40	1
35	SHAY	03	41	1
35	SHAY	03	42	1
35	SHAY	03	43	1
35	SHAY	03	44	1
35	SHAY	03	45	1
35	SHAY	03	46	1
35	SHAY	03	47	1
35	SHAY	03	48	1
35	SHAY	03	49	1
35	SHAY	03	50	1
35	SHAY	03	51	1
35	SHAY	03	52	1
35	SHAY	03	53	1
35	SHAY	03	54	1
35	SHAY	03	55	1
35	SHAY	03	56	1
35	SHAY	03	57	1
35	SHAY	03	58	1
35	SHAY	03	59	1
35	SHAY	03	60	1
35	SHAY	03	61	1
35	SHAY	03	62	1
35	SHAY	03	63	1
35	SHAY	03	64	1
35	SHAY	03	65	1
35	SHAY	03	66	1
35	SHAY	03	67	1
35	SHAY	03	68	1
35	SHAY	03	69	1
35	SHAY	03	70	1
35	SHAY	03	71	1
35	SHAY	03	72	1
35	SHAY	03	73	1
35	SHAY	03	74	1
35	SHAY	03	75	1
35	SHAY	03	76	1
35	SHAY	04	01	1
35	SHAY	04	02	1
35	SHAY	04	03	1
35	SHAY	04	04	1
35	SHAY	04	05	1
35	SHAY	04	06	1
35	SHAY	04	07	1
35	SHAY	04	08	1
35	SHAY	04	09	1
35	SHAY	04	10	1
35	SHAY	04	11	1
35	SHAY	04	12	1
35	SHAY	04	13	1
35	SHAY	04	14	1
35	SHAY	04	15	1
35	SHAY	04	16	1
35	SHAY	04	17	1
35	SHAY	04	18	1
35	SHAY	04	19	1
35	SHAY	04	20	1
35	SHAY	04	21	1
35	SHAY	04	22	1
35	SHAY	04	23	1
35	SHAY	04	24	1
35	SHAY	04	25	1
35	SHAY	04	26	1
35	SHAY	04	27	1
35	SHAY	04	28	1
35	SHAY	04	29	1
35	SHAY	04	30	1
35	SHAY	04	31	1
35	SHAY	04	32	1
35	SHAY	04	33	1
35	SHAY	04	34	1
35	SHAY	04	35	1
35	SHAY	04	36	1
35	SHAY	04	37	1
35	SHAY	04	38	1
35	SHAY	04	39	1
35	SHAY	04	40	1
35	SHAY	04	41	1
35	SHAY	04	42	1
35	SHAY	04	43	1
35	SHAY	04	44	1
35	SHAY	04	45	1
35	SHAY	04	46	1
35	SHAY	04	47	1
35	SHAY	04	48	1
35	SHAY	04	49	1
35	SHAY	04	50	1
35	SHAY	04	51	1
35	SHAY	04	52	1
35	SHAY	04	53	1
35	SHAY	04	54	1
35	SHAY	04	55	1
35	SHAY	04	56	1
35	SHAY	04	57	1
35	SHAY	04	58	1
35	SHAY	04	59	1
35	SHAY	04	60	1
35	SHAY	04	61	1
35	SHAY	04	62	1
35	SHAY	04	63	1
35	SHAY	04	64	1
35	SHAY	04	65	1
35	SHAY	04	66	1
35	SHAY	04	67	1
35	SHAY	04	68	1
35	SHAY	04	69	1
35	SHAY	04	70	1
35	SHAY	04	71	1
35	SHAY	04	72	1
35	SHAY	04	73	1
35	SHAY	04	74	1
35	SHAY	04	75	1
35	SHAY	04	76	1
35	SHAY	05	01	1
35	SHAY	05	02	1
35	SHAY	05	03	1
35	SHAY	05	04	1
35	SHAY	05	05	1
35	SHAY	05	06	1
35	SHAY	05	07	1
35	SHAY	05	08	1
35	SHAY	05	09	1
35	SHAY	05	10	1
35	SHAY	05	11	1
35	SHAY	05	12	1
35	SHAY	05	13	1
35	SHAY	05	14	2
35	SHAY	05	15	2
35	SHAY	05	16	1
35	SHAY	05	17	1
35	SHAY	05	18	1
35	SHAY	05	19	1
35	SHAY	05	20	1
35	SHAY	05	21	1
35	SHAY	05	22	1
35	SHAY	05	23	1
35	SHAY	05	24	1
35	SHAY	05	25	1
35	SHAY	05	26	1
35	SHAY	05	27	1
35	SHAY	05	28	1
35	SHAY	05	29	1
35	SHAY	05	30	1
35	SHAY	05	31	1
35	SHAY	05	32	1
35	SHAY	05	33	1
35	SHAY	05	34	1
35	SHAY	05	35	1
35	SHAY	05	36	1
35	SHAY	05	37	1
35	SHAY	05	38	1
35	SHAY	05	39	1
35	SHAY	05	40	1
35	SHAY	05	41	1
35	SHAY	05	42	1
35	SHAY	05	43	1
35	SHAY	05	44	1
35	SHAY	05	45	1
35	SHAY	05	46	1
35	SHAY	05	47	1
35	SHAY	05	48	1
35	SHAY	05	49	1
35	SHAY	05	50	1
35	SHAY	05	51	1
35	SHAY	05	52	1
35	SHAY	06	01	1
35	SHAY	06	02	1
35	SHAY	06	03	1
35	SHAY	06	04	1
35	SHAY	06	05	1
35	SHAY	06	06	1
35	SHAY	06	07	1
35	SHAY	06	08	1
35	SHAY	06	09	1
35	SHAY	06	10	1
35	SHAY	06	11	1
35	SHAY	06	12	1
35	SHAY	06	13	1
35	SHAY	06	14	1
35	SHAY	06	15	1
35	SHAY	06	16	1
35	SHAY	06	17	1
35	SHAY	06	18	1
35	SHAY	06	19	1
35	SHAY	06	20	1
35	SHAY	06	21	1
35	SHAY	06	22	1
35	SHAY	06	23	1
35	SHAY	06	24	1
35	SHAY	06	25	1
35	SHAY	06	26	1
35	SHAY	06	27	1
35	SHAY	06	28	1
35	SHAY	06	29	1
35	SHAY	06	30	1
35	SHAY	06	31	1
35	SHAY	06	32	1
35	SHAY	06	33	1
35	SHAY	06	34	1
35	SHAY	06	35	1
35	SHAY	06	36	1
35	SHAY	06	37	1
35	SHAY	06	38	1
35	SHAY	06	39	1
35	SHAY	06	40	1
35	SHAY	06	41	1
35	SHAY	06	42	1
35	SHAY	06	43	1
35	SHAY	06	44	1
35	SHAY	06	45	1
35	SHAY	06	46	1
35	SHAY	06	47	1
35	SHAY	06	48	1
35	SHAY	06	49	1
35	SHAY	06	50	1
35	SHAY	06	51	1
35	SHAY	06	52	1
35	FTVL	03	01	1
35	FTVL	03	02	1
35	FTVL	03	03	1
35	FTVL	03	04	1
35	FTVL	03	05	1
35	FTVL	03	06	1
35	FTVL	03	07	1
35	FTVL	03	08	1
35	FTVL	03	09	1
35	FTVL	03	10	1
35	FTVL	03	11	1
35	FTVL	03	12	2
35	FTVL	03	13	3
35	FTVL	03	14	2
35	FTVL	03	15	2
35	FTVL	03	16	2
35	FTVL	03	17	2
35	FTVL	03	18	2
35	FTVL	03	19	1
35	FTVL	03	20	1
35	FTVL	03	21	1
35	FTVL	03	22	1
35	FTVL	03	23	1
35	FTVL	03	24	1
35	FTVL	03	25	1
35	FTVL	03	26	1
35	FTVL	03	27	1
